,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
172,36,1,1480,3,2,1,238,4,1,30,3,1,2,2088.0,15062,4.0,12,3.0,3,80,0,13.0,3,2,8.0,7.0,7.0,2.0,0
173,30,0,111,9,3,1,239,3,1,66,3,2,1,3072.0,11012,1.0,11,3.0,3,80,2,12.0,4,3,12.0,9.0,6.0,10.0,0
174,45,2,1268,4,2,1,240,3,0,30,3,2,1,5006.0,6319,4.0,11,3.0,1,80,1,9.0,3,4,5.0,4.0,0.0,3.0,0
175,56,2,713,8,3,1,241,3,0,67,3,1,1,4257.0,13939,4.0,18,3.0,3,80,1,19.0,3,3,2.0,2.0,2.0,2.0,0
176,33,2,134,2,3,1,242,3,1,90,3,1,4,2500.0,10515,0.0,14,3.0,1,80,0,4.0,2,4,3.0,1.0,0.0,2.0,0
177,19,2,303,2,3,1,243,2,1,47,2,1,4,1102.0,9241,1.0,22,3.0,3,80,0,1.0,3,2,1.0,0.0,1.0,0.0,1
178,46,2,526,1,2,1,244,2,0,92,3,3,1,10453.0,2137,1.0,25,3.0,3,80,3,24.0,2,3,18.0,13.0,7.5,7.0,0
179,38,2,1380,9,2,1,245,3,0,75,3,1,4,2288.0,6319,1.0,12,3.0,3,80,0,2.0,3,3,2.0,2.0,2.0,1.0,0
180,31,2,140,12,1,1,246,3,0,95,3,1,4,3929.0,6984,8.0,23,3.0,3,80,1,7.0,0,3,4.0,2.0,0.0,2.0,0
181,34,2,629,27,2,1,247,4,0,95,3,1,2,2311.0,5711,2.0,15,3.0,4,80,0,9.0,3,3,3.0,2.0,1.0,2.0,0
182,41,2,1356,20,2,1,248,2,0,70,3,1,2,3140.0,21728,1.0,22,3.0,4,80,0,4.0,5,2,4.0,3.0,0.0,2.0,1
183,50,2,328,1,3,1,249,3,1,86,2,1,3,3690.0,3425,2.0,15,3.0,4,80,1,5.0,2,2,3.0,2.0,0.0,2.0,0
184,53,2,1084,13,2,1,250,4,0,57,4,2,1,4450.0,26250,1.0,11,3.0,3,80,2,5.0,3,3,4.0,2.0,1.0,3.0,0
185,33,2,931,14,3,1,252,4,0,72,3,1,2,2756.0,4673,1.0,13,3.0,4,80,1,8.0,5,3,8.0,7.0,1.0,6.0,0
186,40,2,989,4,1,1,253,4,0,46,3,5,3,16581.0,6499,1.0,14,3.0,2,80,1,21.0,2,3,18.0,8.0,7.5,9.0,0
187,55,2,692,14,4,1,254,3,1,61,4,5,2,16581.0,13339,8.0,11,3.0,4,80,0,28.5,3,3,18.0,14.5,2.0,14.5,0
188,34,1,1069,2,1,1,256,4,1,45,2,2,3,9547.0,14074,1.0,17,3.0,3,80,0,10.0,2,2,10.0,9.0,1.0,9.0,0
189,51,2,313,3,3,1,258,4,0,98,3,4,2,13734.0,7192,3.0,18,3.0,3,80,0,21.0,6,3,7.0,7.0,1.0,0.0,0
190,52,2,699,1,4,1,259,3,1,65,2,5,3,16581.0,5678,0.0,14,3.0,1,80,1,28.5,5,3,18.0,14.5,7.5,9.0,0
191,27,2,894,9,3,1,260,4,0,99,3,1,2,2279.0,11781,1.0,16,3.0,4,80,0,7.0,2,2,7.0,7.0,0.0,3.0,0
192,35,2,556,23,2,1,261,2,1,50,2,2,3,5916.0,15497,3.0,13,3.0,1,80,0,8.0,1,3,1.0,0.0,0.0,1.0,1
193,43,0,1344,7,3,1,262,4,1,37,4,1,4,2089.0,5228,4.0,14,3.0,4,80,3,7.0,3,4,5.0,4.0,2.0,2.0,0
194,45,0,1195,2,2,1,264,1,1,65,2,4,4,16581.0,20462,8.5,23,3.0,4,80,1,22.0,1,3,18.0,8.0,7.5,8.0,0
195,37,2,290,21,3,1,267,2,1,65,4,1,1,3564.0,22977,1.0,12,3.0,1,80,1,8.0,3,2,8.0,7.0,1.0,7.0,0
196,35,1,138,2,3,1,269,2,0,37,3,2,2,4425.0,15986,5.0,11,3.0,4,80,0,10.0,5,3,6.0,2.0,1.0,2.0,0
197,42,0,926,21,2,1,270,3,0,36,3,2,3,5265.0,16439,2.0,16,3.0,2,80,1,11.0,5,3,5.0,3.0,0.0,2.0,0
198,38,2,1261,2,4,1,271,4,1,88,3,2,3,6553.0,7259,8.5,14,3.0,2,80,0,14.0,3,3,1.0,0.0,0.0,0.0,0
199,38,2,1084,29,3,1,273,4,1,54,3,2,4,6261.0,4185,3.0,18,3.0,1,80,1,9.0,3,1,7.0,7.0,1.0,7.0,0
200,27,1,472,1,1,1,274,3,1,60,2,2,1,4298.0,9679,5.0,19,3.0,3,80,1,6.0,1,3,2.0,2.0,2.0,0.0,0
201,49,0,1002,18,4,1,275,4,1,92,3,2,4,6804.0,23793,1.0,15,3.0,1,80,2,7.0,0,3,7.0,7.0,1.0,7.0,0
202,34,1,878,10,4,1,277,4,1,43,3,1,3,3815.0,5972,1.0,17,3.0,4,80,1,5.0,4,4,5.0,3.0,2.0,0.0,0
203,40,2,905,19,2,1,281,3,1,99,3,2,4,2741.0,16523,8.0,15,3.0,3,80,1,15.0,2,4,7.0,2.0,3.0,7.0,0
204,38,2,1180,29,1,1,282,2,1,70,3,2,1,6673.0,11354,7.0,19,3.0,2,80,0,17.0,2,3,1.0,0.0,0.0,0.0,1
205,29,2,121,27,3,1,283,2,0,35,3,3,4,7639.0,24525,1.0,22,3.0,4,80,3,10.0,3,2,10.0,4.0,1.0,9.0,1
206,22,2,1136,5,3,1,284,4,1,60,4,1,2,2328.0,12392,1.0,16,3.0,1,80,1,4.0,2,2,4.0,2.0,2.0,2.0,0
207,36,1,635,18,1,1,286,2,0,73,3,1,4,2153.0,7703,1.0,13,3.0,1,80,0,8.0,2,3,8.0,1.0,1.0,7.0,0
208,40,0,1151,9,5,1,287,4,1,63,2,2,4,4876.0,14242,8.5,14,3.0,4,80,1,5.0,5,1,3.0,2.0,0.0,2.0,0
209,46,2,644,1,4,1,288,4,1,97,3,3,1,9396.0,12368,7.0,16,3.0,3,80,1,17.0,3,3,4.0,2.0,0.0,3.0,0
210,32,2,1045,4,4,1,291,4,1,32,1,3,4,10400.0,25812,1.0,11,3.0,3,80,0,14.0,2,2,14.0,8.0,7.5,8.0,1
211,30,0,829,1,1,1,292,3,1,88,2,3,3,8474.0,20925,1.0,22,3.0,3,80,0,12.0,2,3,11.0,8.0,5.0,8.0,0
212,27,1,1242,20,3,1,293,4,0,90,3,2,3,9981.0,12916,1.0,14,3.0,4,80,0,7.0,2,3,7.0,7.0,0.0,7.0,0
213,51,2,1469,8,4,1,296,2,1,81,2,3,2,12490.0,15736,5.0,16,3.0,4,80,2,16.0,5,1,10.0,9.0,4.0,7.0,0
214,30,2,1005,3,3,1,297,4,0,88,3,1,1,2657.0,8556,5.0,11,3.0,3,80,0,8.0,5,3,5.0,2.0,0.0,4.0,1
215,41,2,896,6,3,1,298,4,0,75,3,3,4,13591.0,14674,3.0,18,3.0,3,80,0,16.0,3,3,1.0,0.0,0.0,0.0,0
216,30,1,334,26,4,1,299,3,0,52,2,2,1,6696.0,22967,5.0,15,3.0,3,80,0,9.0,5,2,6.0,3.0,0.0,1.0,1
217,29,2,992,1,3,1,300,3,1,85,3,1,3,2058.0,19757,0.0,14,3.0,4,80,0,7.0,1,2,6.0,2.0,1.0,5.0,1
218,45,0,1052,6,3,1,302,4,0,57,2,3,4,8865.0,16840,6.0,12,3.0,4,80,0,23.0,2,3,18.0,7.0,7.5,8.0,0
219,54,2,1147,3,3,1,303,4,0,52,3,2,1,5940.0,17011,2.0,14,3.0,4,80,1,16.0,4,3,6.0,2.0,0.0,5.0,0
220,36,2,1396,5,2,1,304,4,1,62,3,2,2,5914.0,9945,8.0,16,3.0,4,80,0,16.0,3,4,13.0,11.0,3.0,7.0,0
221,33,2,147,4,4,1,305,3,0,47,2,1,2,2622.0,13248,6.0,21,3.0,4,80,0,7.0,3,3,3.0,2.0,1.0,1.0,0
222,37,1,663,11,3,1,306,2,1,47,3,3,4,12185.0,10056,1.0,14,3.0,3,80,3,10.0,1,3,10.0,8.0,0.0,7.0,0
223,38,2,119,3,3,1,307,1,1,76,3,3,3,10609.0,9647,0.0,12,3.0,3,80,2,17.0,6,2,16.0,10.0,5.0,13.0,0
224,31,0,979,1,4,1,308,3,1,90,1,2,3,4345.0,4381,0.0,12,3.0,4,80,1,6.0,2,3,5.0,4.0,1.0,4.0,0
225,59,2,142,3,3,1,309,3,1,70,2,1,4,2177.0,8456,3.0,17,3.0,1,80,1,7.0,6,3,1.0,0.0,0.0,0.0,0
226,37,1,319,4,4,1,311,1,1,41,3,1,4,2793.0,2539,4.0,17,3.0,3,80,1,13.0,2,3,9.0,8.0,5.0,8.0,0
227,29,1,1413,1,1,1,312,2,0,42,3,3,4,7918.0,6599,1.0,14,3.0,4,80,1,11.0,5,3,11.0,10.0,4.0,1.0,0
228,35,1,944,1,3,1,314,3,0,92,3,3,3,8789.0,9096,1.0,14,3.0,1,80,0,10.0,3,4,10.0,7.0,0.0,8.0,0
229,29,2,896,18,1,1,315,3,1,86,2,1,4,2389.0,14961,1.0,13,3.0,3,80,0,4.0,3,2,4.0,3.0,0.0,1.0,1
230,52,2,1323,2,3,1,316,3,0,89,2,1,4,3212.0,3300,7.0,15,3.0,2,80,0,6.0,3,2,2.0,2.0,2.0,2.0,0
231,42,2,532,4,2,1,319,3,1,58,3,5,4,16581.0,4933,1.0,11,3.0,4,80,0,22.0,3,3,18.0,14.5,7.5,14.5,0
232,59,2,818,6,2,1,321,2,1,52,3,1,3,2267.0,25657,8.0,17,3.0,4,80,0,7.0,2,2,2.0,2.0,2.0,2.0,0
233,50,2,854,1,4,1,323,4,0,68,3,5,4,16581.0,24118,3.0,11,3.0,3,80,1,28.5,3,2,7.0,0.0,0.0,6.0,0
234,33,2,813,14,3,1,325,3,1,58,3,1,4,2436.0,22149,5.0,13,3.0,3,80,1,8.0,2,1,5.0,4.0,0.0,4.0,1
235,43,2,1034,16,3,1,327,4,0,80,3,4,4,16064.0,7744,5.0,22,3.0,3,80,1,22.0,3,3,17.0,13.0,1.0,9.0,0
236,33,2,465,2,2,1,328,1,0,39,3,1,1,2707.0,21509,7.0,20,3.0,1,80,0,13.0,3,4,9.0,7.0,1.0,7.0,1
237,52,0,771,2,4,1,329,1,1,79,2,5,3,16581.0,21030,1.0,18,3.0,4,80,0,28.5,2,4,18.0,7.0,7.5,12.0,0
238,32,2,1401,4,2,1,330,3,0,56,3,1,2,3931.0,20990,2.0,11,3.0,1,80,1,6.0,5,3,4.0,3.0,1.0,2.0,0
239,32,2,515,1,3,1,331,4,1,62,2,1,3,3730.0,9571,0.0,14,3.0,4,80,0,4.0,2,1,3.0,2.0,1.0,2.0,1
240,39,2,1431,1,4,1,332,3,0,96,3,1,3,2232.0,15417,7.0,14,3.0,3,80,3,7.0,1,3,3.0,2.0,1.0,2.0,0
241,32,0,976,26,4,1,333,3,1,100,3,2,4,4465.0,12069,0.0,18,3.0,1,80,0,4.0,2,3,3.0,2.0,2.0,2.0,0
242,41,2,1411,19,2,1,334,3,1,36,3,2,1,3072.0,19877,2.0,16,3.0,1,80,2,17.0,2,2,1.0,0.0,0.0,0.0,0
243,40,2,1300,24,2,1,335,1,1,62,3,2,4,3319.0,24447,1.0,17,3.0,1,80,2,9.0,3,3,9.0,8.0,4.0,7.0,0
244,45,2,252,1,3,1,336,3,1,70,4,5,4,16581.0,15970,0.0,11,3.0,3,80,1,25.0,2,3,18.0,0.0,1.0,7.0,0
245,31,1,1327,3,4,1,337,2,1,73,3,3,3,13675.0,13523,8.5,12,3.0,1,80,1,9.0,3,3,2.0,2.0,2.0,2.0,0
246,33,2,832,5,4,1,338,3,0,63,2,1,4,2911.0,14776,1.0,13,3.0,3,80,1,2.0,2,2,2.0,2.0,0.0,2.0,0
247,34,2,470,2,4,1,339,4,1,84,2,2,1,5957.0,23687,6.0,13,3.0,2,80,1,13.0,3,3,11.0,9.0,5.0,9.0,0
248,37,2,1017,1,2,1,340,3,0,83,2,1,1,3920.0,18697,2.0,14,3.0,1,80,1,17.0,2,2,3.0,1.0,0.0,2.0,0
249,45,1,1199,7,4,1,341,1,1,77,4,2,3,6434.0,5118,4.0,17,3.0,4,80,1,9.0,1,3,3.0,2.0,0.0,2.0,0
250,37,1,504,10,3,1,342,1,1,61,3,3,3,10048.0,22573,6.0,11,3.0,2,80,2,17.0,5,3,1.0,0.0,0.0,0.0,1
251,39,1,505,2,4,1,343,3,0,64,3,3,3,10938.0,6420,0.0,25,3.0,4,80,0,20.0,1,3,18.0,6.0,7.5,8.0,0
252,29,2,665,15,3,1,346,3,1,60,3,1,4,2340.0,22673,1.0,19,3.0,1,80,0,6.0,1,3,6.0,5.0,1.0,5.0,0
253,42,2,916,17,2,1,347,4,0,82,4,2,1,6545.0,23016,3.0,13,3.0,3,80,0,10.0,1,3,3.0,2.0,0.0,2.0,0
254,29,2,1247,20,2,1,349,4,1,45,3,2,4,6931.0,10732,2.0,14,3.0,4,80,1,10.0,2,3,3.0,2.0,0.0,2.0,0
255,25,2,685,1,3,1,350,1,0,62,3,2,3,4898.0,7505,0.0,12,3.0,4,80,2,5.0,3,3,4.0,2.0,1.0,2.0,0
256,42,2,269,2,3,1,351,4,0,56,2,1,1,2593.0,8007,0.0,11,3.0,3,80,1,10.0,4,3,9.0,6.0,7.0,8.0,0
257,40,2,1416,2,2,1,352,1,1,49,3,5,3,16581.0,5949,0.0,19,3.0,4,80,1,22.0,5,3,18.0,7.0,3.0,9.0,0
258,51,2,833,1,3,1,353,3,1,96,3,1,4,2723.0,23231,1.0,11,3.0,2,80,0,1.0,0,2,1.0,0.0,0.0,0.0,0
259,31,1,307,29,2,1,355,3,1,71,2,1,2,3479.0,11652,0.0,11,3.0,2,80,0,6.0,2,4,5.0,4.0,1.0,4.0,1
260,32,1,1311,7,3,1,359,2,1,100,4,1,2,2794.0,26062,1.0,20,3.0,3,80,0,5.0,3,1,5.0,1.0,0.0,3.0,0
261,38,0,1327,2,2,1,361,4,1,39,2,2,4,5249.0,19682,3.0,18,3.0,4,80,1,13.0,0,3,8.0,7.0,7.0,5.0,0
262,32,2,128,2,1,1,362,4,1,84,2,2,1,2176.0,19737,4.0,13,3.0,4,80,0,9.0,5,3,6.0,2.0,0.0,4.0,0
263,46,2,488,2,3,1,363,3,0,75,1,4,2,16581.0,14977,3.0,12,3.0,2,80,1,28.0,2,2,7.0,7.0,7.0,7.0,0
264,28,2,529,2,4,1,364,1,1,79,3,1,3,3485.0,14935,2.0,11,3.0,3,80,0,5.0,5,1,0.0,0.0,0.0,0.0,1
265,29,2,1210,2,3,1,366,1,1,78,2,2,2,6644.0,3687,2.0,19,3.0,2,80,2,10.0,2,3,0.0,0.0,0.0,0.0,0
266,31,2,1463,23,3,1,367,2,1,64,2,2,4,5582.0,14408,0.0,21,3.0,2,80,1,10.0,2,3,9.0,0.0,7.0,8.0,0
267,25,0,675,5,2,1,369,2,1,85,4,2,1,4000.0,18384,1.0,12,3.0,4,80,2,6.0,2,3,6.0,3.0,1.0,5.0,0
268,45,2,1385,20,2,1,372,3,1,79,3,4,4,13496.0,7501,0.0,14,3.0,2,80,0,21.0,2,3,18.0,7.0,4.0,10.0,0
269,36,2,1403,6,3,1,373,4,1,47,3,1,4,3210.0,20251,0.0,11,3.0,3,80,1,16.0,4,3,15.0,13.0,7.5,11.0,0
270,55,2,452,1,3,1,374,4,1,81,3,5,1,16581.0,18938,0.0,14,3.0,3,80,0,28.5,2,3,18.0,10.0,4.0,13.0,0
271,47,0,666,29,4,1,376,1,1,88,3,3,2,11849.0,10268,1.0,12,3.0,4,80,1,10.0,2,2,10.0,7.0,7.5,9.0,1
272,28,2,1158,9,3,1,377,4,1,94,3,1,4,2070.0,2613,1.0,23,3.0,4,80,1,5.0,3,2,5.0,2.0,0.0,4.0,0
273,37,2,228,6,4,1,378,3,1,98,3,2,4,6502.0,22825,4.0,14,3.0,2,80,1,7.0,5,4,5.0,4.0,0.0,1.0,0
274,21,2,996,3,2,1,379,4,1,100,2,1,3,3230.0,10531,1.0,17,3.0,1,80,0,3.0,4,4,3.0,2.0,1.0,0.0,0
275,37,0,728,1,4,1,380,1,0,80,3,3,4,13603.0,11677,2.0,18,3.0,1,80,2,15.0,2,3,5.0,2.0,0.0,2.0,0
276,35,2,1315,22,3,1,381,2,0,71,4,3,2,11996.0,19100,7.0,18,3.0,2,80,1,10.0,6,2,7.0,7.0,6.0,2.0,0
277,38,2,322,7,2,1,382,1,0,44,4,2,1,5605.0,19191,1.0,24,3.0,3,80,1,8.0,3,3,8.0,0.0,7.0,7.0,0
278,26,1,1479,1,3,1,384,3,0,84,3,2,2,6397.0,26767,1.0,20,3.0,1,80,1,6.0,6,1,6.0,5.0,1.0,4.0,0
279,50,2,797,4,1,1,385,1,1,96,3,5,2,16581.0,15815,3.0,14,3.0,1,80,2,28.0,4,2,10.0,4.0,1.0,6.0,0
280,53,2,1070,3,4,1,386,3,1,45,3,4,3,16581.0,21016,3.0,16,3.0,4,80,3,21.0,5,2,5.0,3.0,1.0,3.0,0
281,42,2,635,1,1,1,387,2,1,99,3,2,3,4907.0,24532,1.0,25,3.0,3,80,0,20.0,3,3,18.0,14.5,7.5,6.0,0
282,29,1,442,2,2,1,388,2,1,44,3,2,4,4554.0,20260,1.0,18,3.0,1,80,0,10.0,3,2,10.0,7.0,0.0,9.0,0
283,55,2,147,20,2,1,389,2,1,37,3,2,4,5415.0,15972,3.0,19,3.0,4,80,1,12.0,4,3,10.0,7.0,0.0,8.0,0
284,26,1,496,11,2,1,390,1,1,60,3,2,1,4741.0,22722,1.0,13,3.0,3,80,1,5.0,3,3,5.0,3.0,3.0,3.0,0
285,37,2,1372,1,3,1,391,4,0,42,3,1,4,2115.0,15881,1.0,12,3.0,2,80,0,17.0,3,3,17.0,12.0,5.0,7.0,0
286,44,1,920,24,3,1,392,4,1,43,3,1,3,3161.0,19920,3.0,22,3.0,4,80,1,19.0,0,1,1.0,0.0,0.0,0.0,1
287,38,2,688,23,4,1,393,4,1,82,3,2,4,5745.0,18899,8.5,14,3.0,2,80,1,10.0,2,3,2.0,2.0,1.0,2.0,0
288,26,2,1449,16,4,1,394,1,1,45,3,1,2,2373.0,14180,2.0,13,3.0,4,80,1,5.0,2,3,3.0,2.0,0.0,2.0,1
289,28,2,1117,8,2,1,395,4,0,66,3,1,4,3310.0,4488,1.0,21,3.0,4,80,0,5.0,3,3,5.0,3.0,0.0,2.0,0
290,49,1,636,10,4,1,396,3,0,35,3,5,1,16581.0,25594,8.5,11,3.0,4,80,0,22.0,4,3,3.0,2.0,1.0,2.0,0
291,36,2,506,3,3,1,397,3,1,30,3,2,2,4485.0,26285,4.0,12,3.0,4,80,0,10.0,2,3,8.0,0.0,7.0,7.0,0
292,31,1,444,5,3,1,399,4,0,84,3,1,2,2789.0,3909,1.0,11,3.0,3,80,1,2.0,5,2,2.0,2.0,2.0,2.0,0
293,26,2,950,4,4,1,401,4,1,48,2,2,4,5828.0,8450,1.0,12,3.0,2,80,0,8.0,0,3,8.0,7.0,7.0,4.0,1
294,37,1,889,9,3,1,403,2,1,53,3,1,4,2326.0,11411,1.0,12,3.0,3,80,3,4.0,3,2,4.0,2.0,1.0,2.0,0
295,42,1,555,26,3,1,404,3,0,77,3,4,2,13525.0,14864,5.0,14,3.0,4,80,1,23.0,2,4,18.0,4.0,4.0,8.0,0
296,18,2,230,3,3,1,405,3,1,54,3,1,3,1420.0,25233,1.0,13,3.0,3,80,0,0.0,2,3,0.0,0.0,0.0,0.0,1
297,35,2,1232,16,3,1,406,3,1,96,3,3,2,8020.0,5100,0.0,15,3.0,3,80,2,12.0,3,2,11.0,9.0,6.0,9.0,0
298,36,1,566,18,4,1,407,3,1,81,4,1,4,3688.0,7122,4.0,18,3.0,4,80,2,4.0,2,3,1.0,0.0,0.0,0.0,0
299,51,2,1302,2,3,1,408,4,1,84,1,2,2,5482.0,16321,5.0,18,3.0,4,80,1,13.0,3,3,4.0,1.0,1.0,2.0,0
300,41,2,334,2,4,1,410,4,1,88,3,4,2,16015.0,15896,1.0,19,3.0,2,80,0,22.0,2,3,18.0,10.0,0.0,4.0,0
301,18,2,812,10,3,1,411,4,0,69,2,1,3,1200.0,9724,1.0,12,3.0,1,80,0,0.0,2,3,0.0,0.0,0.0,0.0,0
302,28,2,1476,16,2,1,412,2,1,68,4,2,1,5661.0,4824,0.0,19,3.0,3,80,0,9.0,2,3,8.0,3.0,0.0,7.0,0
303,31,2,218,7,3,1,416,2,1,100,4,2,4,6929.0,12241,4.0,11,3.0,2,80,1,10.0,3,2,8.0,7.0,7.0,7.0,0
304,39,2,1132,1,3,1,417,3,1,48,4,3,4,9613.0,10942,0.0,17,3.0,1,80,3,19.0,5,2,18.0,10.0,3.0,7.0,0
305,36,0,1105,24,4,1,419,2,0,47,3,2,2,5674.0,6927,7.0,15,3.0,3,80,1,11.0,3,3,9.0,8.0,0.0,8.0,0
306,32,2,906,7,3,1,420,4,1,91,2,2,3,5484.0,16985,1.0,14,3.0,3,80,1,13.0,3,2,13.0,8.0,4.0,8.0,0
307,38,2,849,25,2,1,421,1,0,81,2,3,2,12061.0,26707,3.0,17,3.0,3,80,1,19.0,2,3,10.0,8.0,0.0,1.0,0
308,58,0,390,1,4,1,422,4,1,32,1,2,3,5660.0,17056,2.0,13,3.0,4,80,1,12.0,2,3,5.0,3.0,1.0,2.0,0
309,31,2,691,5,4,1,423,3,1,86,3,1,4,4821.0,10077,0.0,12,3.0,3,80,1,6.0,4,3,5.0,2.0,0.0,3.0,0
310,31,2,106,2,3,1,424,1,1,62,2,2,1,6410.0,17822,3.0,12,3.0,4,80,0,9.0,1,3,2.0,2.0,1.0,0.0,0
311,45,1,1249,7,3,1,425,1,1,97,3,3,1,5210.0,20308,1.0,18,3.0,1,80,1,24.0,2,3,18.0,9.0,7.5,11.0,0
312,31,2,192,2,4,1,426,3,1,32,3,1,4,2695.0,7747,0.0,18,3.0,2,80,1,3.0,2,1,2.0,2.0,2.0,2.0,0
313,33,1,553,5,4,1,428,4,0,74,3,3,2,11878.0,23364,6.0,11,3.0,2,80,2,12.0,2,3,10.0,6.0,7.5,8.0,0
314,39,2,117,10,1,1,429,3,1,99,3,4,1,16581.0,5355,1.0,14,3.0,4,80,0,21.0,3,3,18.0,9.0,7.5,10.0,0
315,43,1,185,10,4,1,430,3,0,33,3,1,4,2455.0,10675,0.0,19,3.0,1,80,0,9.0,5,3,8.0,7.0,1.0,7.0,0
316,49,2,1091,1,2,1,431,3,0,90,2,4,3,13964.0,17810,7.0,12,3.0,4,80,0,25.0,2,3,7.0,1.0,0.0,7.0,0
317,52,2,723,8,4,1,433,3,1,85,2,2,2,4941.0,17747,2.0,15,3.0,1,80,0,11.0,3,2,8.0,2.0,7.0,7.0,1
318,27,2,1220,5,3,1,434,3,0,85,3,1,2,2478.0,20938,1.0,12,3.0,2,80,0,4.0,2,2,4.0,3.0,1.0,2.0,0
319,32,2,588,8,2,1,436,3,0,65,2,2,2,5228.0,24624,1.0,11,3.0,4,80,0,13.0,2,3,13.0,12.0,7.5,9.0,0
320,27,2,1377,2,3,1,437,4,1,74,3,2,3,4478.0,5242,1.0,11,3.0,1,80,0,5.0,3,3,5.0,4.0,0.0,4.0,0
321,31,2,691,7,3,1,438,4,1,73,3,2,4,7547.0,7143,4.0,12,3.0,4,80,3,13.0,3,3,7.0,7.0,1.0,7.0,0
322,32,2,1018,2,4,1,439,1,0,74,4,2,4,5055.0,10557,7.0,16,3.0,3,80,0,10.0,0,2,7.0,7.0,0.0,7.0,0
323,28,2,1157,2,4,1,440,1,1,84,1,1,4,3464.0,24737,5.0,13,3.0,4,80,0,5.0,4,2,3.0,2.0,2.0,2.0,1
324,30,2,1275,28,2,1,441,4,0,64,3,2,4,5775.0,11934,1.0,13,3.0,4,80,2,11.0,2,3,10.0,8.0,1.0,9.0,0
325,31,1,798,7,2,1,442,3,0,48,2,3,3,8943.0,14034,1.0,24,3.0,1,80,1,10.0,2,3,10.0,9.0,7.5,9.0,0
326,39,1,672,7,2,1,444,3,1,54,2,5,4,16581.0,21141,1.0,15,3.0,1,80,1,21.0,2,3,18.0,9.0,7.5,3.0,0
327,39,2,1162,3,2,1,445,4,0,41,3,2,3,5238.0,17778,4.0,18,3.0,1,80,0,12.0,3,2,1.0,0.0,0.0,0.0,1
328,33,1,508,10,3,1,446,2,1,46,2,2,4,4682.0,4317,3.0,14,3.0,3,80,0,9.0,6,2,7.0,7.0,0.0,1.0,0
329,47,2,1482,5,5,1,447,4,1,42,3,5,3,16581.0,16375,4.0,11,3.0,2,80,1,21.0,2,3,3.0,2.0,1.0,1.0,0
330,43,1,559,10,4,1,448,3,0,82,2,2,3,5257.0,6227,1.0,11,3.0,2,80,1,9.0,3,4,9.0,7.0,0.0,0.0,0
331,27,0,210,1,1,1,449,3,1,73,3,2,2,6349.0,22107,0.0,13,3.0,4,80,1,6.0,0,3,5.0,4.0,1.0,4.0,0
332,54,1,928,20,4,1,450,4,0,31,3,2,3,4869.0,16885,3.0,12,3.0,4,80,0,20.0,4,2,4.0,3.0,0.0,3.0,0
333,43,2,1001,7,3,1,451,3,0,43,3,3,1,9985.0,9262,8.0,16,3.0,1,80,1,10.0,1,2,1.0,0.0,0.0,0.0,0
334,45,2,549,8,4,1,452,4,1,75,3,2,4,3697.0,9278,8.5,14,3.0,1,80,2,12.0,3,3,10.0,9.0,7.5,8.0,0
335,40,2,1124,1,2,1,453,2,1,57,1,2,4,7457.0,13273,2.0,22,3.0,3,80,3,6.0,2,2,4.0,3.0,0.0,2.0,0
336,29,2,318,8,4,1,454,2,1,77,1,1,1,2119.0,4759,1.0,11,3.0,4,80,0,7.0,4,2,7.0,7.0,0.0,7.0,1
337,29,2,738,9,5,1,455,2,1,30,2,1,4,3983.0,7621,0.0,17,3.0,3,80,0,4.0,2,3,3.0,2.0,2.0,2.0,0
338,30,2,570,5,3,1,456,4,0,30,2,2,3,6118.0,5431,1.0,13,3.0,3,80,3,10.0,2,3,10.0,9.0,1.0,2.0,0
339,27,2,1130,8,4,1,458,2,0,56,3,2,2,6214.0,3415,1.0,18,3.0,1,80,1,8.0,3,3,8.0,7.0,0.0,7.0,0
340,37,2,1192,5,2,1,460,4,1,61,3,2,4,6347.0,23177,7.0,16,3.0,3,80,2,8.0,2,2,6.0,2.0,0.0,4.0,0
341,38,2,343,15,2,1,461,3,1,92,2,3,4,11510.0,15682,0.0,14,3.0,2,80,1,12.0,3,3,11.0,10.0,2.0,9.0,0
342,31,2,1232,7,4,1,462,3,0,39,3,3,4,7143.0,25713,1.0,14,3.0,3,80,0,11.0,2,2,11.0,9.0,4.0,10.0,0
343,29,2,144,10,1,1,463,4,0,39,2,2,2,8268.0,11866,1.0,14,3.0,1,80,2,7.0,2,3,7.0,7.0,1.0,7.0,0
344,35,2,1296,5,4,1,464,3,1,62,3,3,2,8095.0,18264,0.0,13,3.0,4,80,0,17.0,5,3,16.0,6.0,0.0,13.0,0
345,23,2,1309,26,1,1,465,3,1,83,3,1,4,2904.0,16092,1.0,12,3.0,3,80,2,4.0,2,2,4.0,2.0,0.0,2.0,0
346,41,2,483,6,3,1,466,4,1,95,2,2,2,6032.0,10110,6.0,15,3.0,4,80,0,8.0,3,3,5.0,4.0,1.0,2.0,0
